lat,lon,p_human,p_ship
37.521265,126.326509,0.032613356637271294,0.11319376753727442
37.52123819896235,126.32646353798177,0.16170467776829578,0.06892529991579006
37.5212113979247,126.32641807596353,0.12082272665508478,0.11441531351683398
37.52118459688705,126.3263726139453,0.42773524034989496,0.06645318068016444
37.521157795849405,126.32632715192706,0.030033863228567784,0.1974373106518651
37.52113099481175,126.32628168990883,0.07705451053001794,0.007229374400816369
37.5211041937741,126.32623622789059,0.029218138891326653,0.8437568815583893
37.52107739273645,126.32619076587235,0.09376080101224576,0.46374288283249243
37.5210505916988,126.32614530385412,0.12914020296097073,0.3092841663983126
37.521023790661154,126.32609984183588,0.13613415199591214,0.08022626821025512
37.520996989623505,126.32605437981765,0.023631696699292683,0.853732405184881
37.520970188585856,126.32600891779941,0.0016366832242861397,0.10423676247825252
37.52094338754821,126.32596345578118,0.02920834906123322,0.1469556589668031
37.52091658651055,126.32591799376294,0.17142068754960485,0.10122890911821159
37.5208897854729,126.32587253174471,0.02692669174024667,0.048722862554414804
37.520862984435254,126.32582706972647,0.19463113076859273,0.05174908223793049
37.520836183397606,126.32578160770824,0.3601355965728902,0.1670544560979008
37.52080938235996,126.32573614569,0.037438513300848734,0.03610052494930369
37.52078258132231,126.32569068367177,0.12543346621791873,0.012935652254068276
37.52075578028466,126.32564522165353,0.14589108287433636,0.1674045062326884
37.52072897924701,126.3255997596353,0.18847799062452966,0.11923997928179242
37.52070217820936,126.32555429761706,0.17924511857720124,0.5464056159174869
37.520675377171706,126.32550883559882,0.11885250357553719,0.08933904468204706
37.52064857613406,126.32546337358059,0.13067810947794764,0.18727012209277805
37.52062177509641,126.32541791156235,0.1591139544644926,0.1158143944151911
37.52059497405876,126.32537244954412,0.09605540778636863,0.07959367418061727
37.52056817302111,126.32532698752588,0.025614588880073466,0.103737152715622
37.52054137198346,126.32528152550765,0.3810157352778668,0.4225471231746353
37.520514570945814,126.3252360634894,0.9386401554441839,0.8040880576105218
37.520487769908165,126.32519060147116,0.9034593476428827,0.21045873810663882
37.52046096887051,126.32514513945293,0.02358857475630867,0.09013373765419347
37.52043416783286,126.3250996774347,0.05448328671907128,0.0717420568411163
37.52040736679521,126.32505421541646,0.22606951906123957,0.07001778479158804
37.52038056575756,126.32500875339822,0.16755796703491393,0.06973809807123975
37.520353764719914,126.32496329137999,0.009669196418359262,0.13612246630355707
37.520326963682265,126.32491782936175,0.08166424496133409,0.0858557438273512
37.52030016264462,126.32487236734352,0.017716711277764197,0.05880542049140374
37.52027336160697,126.32482690532528,0.004778965227088494,0.13070881641873042
37.52024656056932,126.32478144330705,0.028421772807995762,0.13552664415236365
37.52021975953166,126.32473598128881,0.1587625852988053,0.06676474138032333
37.520192958494015,126.32469051927058,0.09674049618212331,0.16783092499994368
37.520166157456366,126.32464505725234,0.9522629335454197,0.1833226970446595
37.52013935641872,126.3245995952341,0.10745938792103958,0.24647215343711967
37.52011255538107,126.32455413321587,0.1480361195252314,0.033478882312716056
37.52008575434342,126.32450867119763,0.17665676047577245,0.014494279048509574
37.52005895330577,126.3244632091794,0.11078855772175462,0.4516729726773678
37.52003215226812,126.32441774716116,0.3227614045918414,0.05332568975767589
37.520005351230466,126.32437228514293,0.02822971402310173,0.1273721965147849
37.51997855019282,126.3243268231247,0.8393790530022474,0.1305057247031718
37.51995174915517,126.32428136110646,0.39435402662147323,0.18704863101685132
37.51992494811752,126.32423589908822,0.12742930670593094,0.515069517871388
37.51989814707987,126.32419043706999,0.24969171672916934,0.10767587139716486
37.51987134604222,126.32414497505175,0.0522251028943495,0.09946791728407192
37.519844545004574,126.32409951303352,0.150904194071812,0.10701233829742603
37.519817743966925,126.32405405101528,0.19816215524325287,0.03320679663044697
37.519790942929276,126.32400858899705,0.17507079242968882,0.6537732348485211
37.51976414189162,126.32396312697881,0.02250776426029746,0.09698851467921604
37.51973734085397,126.32391766496058,0.18059860036722522,0.04518902011722186
37.51971053981632,126.32387220294234,0.5060764348895106,0.11461934186726525
37.519683738778674,126.3238267409241,0.063274852220163,0.15284735233536903
37.519656937741026,126.32378127890587,0.11356321980912797,0.9688574668883279
37.51963013670338,126.32373581688763,0.006279272995121677,0.13343358105304515
37.51960333566573,126.3236903548694,0.14942213622453515,0.1973965407576296
37.51957653462808,126.32364489285116,0.8580198828961586,0.0006042434279158516
37.519549733590424,126.32359943083293,0.6773384742158659,0.18070524268765698
37.519522932552775,126.32355396881469,0.017632437991276697,0.10212888068033721
37.519496131515126,126.32350850679646,0.1009271071114109,0.09692026217312333
37.51946933047748,126.32346304477822,0.1256875102718242,0.1415702006526873
37.51944252943983,126.32341758275999,0.05237764635505933,0.204251746788214
37.51941572840218,126.32337212074175,0.07829900451529953,0.1318890564776702
37.51938892736453,126.32332665872352,0.04270854820064625,0.10857216783385946
37.51936212632688,126.32328119670528,0.16953573249984116,0.16145296460567266
37.519335325289234,126.32323573468705,0.014878128268395253,0.09278157775513851
37.51930852425158,126.32319027266881,0.3260883209662103,0.018560627152621214
37.51928172321393,126.32314481065058,0.13034044655227986,0.3274756828294192
37.51925492217628,126.32309934863234,0.19722555917816453,0.07882562218658423
37.51922812113863,126.3230538866141,0.13627564199617476,0.04768736764183493
37.51920132010098,126.32300842459587,0.10542300798323463,0.1489512282409632
37.519174519063334,126.32296296257763,0.15151349289167337,0.17878031958335852
37.519147718025685,126.3229175005594,0.14807405005374058,0.14170707063796784
37.51912091698804,126.32287203854116,0.08916451587262408,0.07225352862344336
37.51909411595038,126.32282657652293,0.04208442597847548,0.07976582250452394
37.51906731491273,126.32278111450469,0.1591569358312167,0.052320189069230395
37.51904051387508,126.32273565248644,0.13218659050359247,0.9700133743463428
37.519013712837435,126.32269019046821,0.09216811542607833,0.19635699857974404
37.518986911799786,126.32264472844997,0.03200216215163929,0.007251281276268196
37.51896011076214,126.32259926643174,0.6950730152197934,0.12518274788084333
37.51893330972449,126.3225538044135,0.10723200012110866,0.16886171411136996
37.51890650868684,126.32250834239527,0.18846807727963594,0.014459522002138537
37.51887970764919,126.32246288037703,0.010535417414207228,0.0971855348837629
37.518852906611535,126.3224174183588,0.09877915068504346,0.1688622064108263
37.518826105573886,126.32237195634056,0.10336264464394469,0.018570278609426085
37.51879930453624,126.32232649432233,0.04602061925936718,0.16533946528115828
37.51877250349859,126.32228103230409,0.8671991220469548,0.10532307828825171
37.51874570246094,126.32223557028586,0.14684518002559746,0.06601385475678177
37.51871890142329,126.32219010826762,0.10599913952189095,0.17228568767494956
37.51869210038564,126.32214464624938,0.09066808875295432,0.03923620994320825
37.518665299347994,126.32209918423115,0.07974885987302567,0.27730882673815554
37.518638498310345,126.32205372221291,0.6352915074701864,0.18583317430731405
37.51861169727269,126.32200826019468,0.19980991031814554,0.10283479612095853
37.51858489623504,126.32196279817644,0.8675414459351317,0.10345478375375877
37.51855809519739,126.32191733615821,0.09569346822910502,0.010326418572376816
37.51853129415974,126.32187187413997,0.14738366537379066,0.7192737127222348
37.518504493122094,126.32182641212174,0.03040923604873467,0.16418674384540544
37.518477692084446,126.3217809501035,0.07980164871615608,0.05935512835381105
37.5184508910468,126.32173548808527,0.6629517796667718,0.6452703791584808
37.51842409000915,126.32169002606703,0.10278722479326924,0.18786202773773097
37.51839728897149,126.3216445640488,0.5149760885920215,0.107375482022617
37.51837048793384,126.32159910203056,0.2907818365163083,0.4298784480271832
37.518343686896195,126.32155364001233,0.12255630838824288,0.10182629684851995
37.518316885858546,126.32150817799409,0.00027601385372038044,0.6086668270056919
37.5182900848209,126.32146271597585,0.040032204068150334,0.049822487756421396
37.51826328378325,126.32141725395762,0.14993881816236518,0.11851272329645444
37.5182364827456,126.32137179193938,0.0727057170853128,0.4489001036224434
37.51819892127254,126.32130807722821,0.898791103132286,0.008713250938513472
37.51819892328722,126.32136463576835,0.2817997078472099,0.14722086258255715
37.5181989253019,126.3214211943085,0.2842512633767151,0.05137397316527508
37.51819892731658,126.32147775284864,0.10096936707907929,0.08263074767691177
37.518198929331255,126.32153431138877,0.08797171906574552,0.19765686339488286
37.518198931345935,126.32159086992893,0.19624723406438635,0.15395707846601525
37.518198933360615,126.32164742846906,0.03879723329081628,0.6307937555764977
37.518198935375295,126.32170398700922,0.08328375635072466,0.7784431672312369
37.518198937389975,126.32176054554935,0.36108246695480295,0.02458230720035397
37.518198939404655,126.32181710408949,0.14690059516780835,0.17766861641757783
37.51819894141933,126.32187366262964,0.4862070091301881,0.19496202841298071
37.51819894343401,126.32193022116978,0.05310799615241131,0.016901645564893864
37.51819894544869,126.32198677970992,0.13775102468051834,0.08618633706925743
37.51819894746337,126.32204333825007,0.1378753903737316,0.15614210692470873
37.51819894947805,126.3220998967902,0.04558439768176133,0.21678544716665488
37.51819895149273,126.32215645533034,0.08660640937746794,0.04262218128800715
37.51819895350741,126.3222130138705,0.14674659866484574,0.09467074905503903
37.51819895552208,126.32226957241063,0.09639502136452463,0.11787204118719466
37.51819895753676,126.32232613095078,0.777098615092198,0.195179586836728
37.51819895955144,126.32238268949092,0.3250717345959199,0.16358487995222493
37.51819896156612,126.32243924803106,0.13551356161479233,0.07300337819733749
37.5181989635808,126.32249580657121,0.07718219085242145,0.15329239993692045
37.51819896559548,126.32255236511135,0.16839812676152524,0.1154681815470023
37.51819896761016,126.32260892365149,0.8086031194032636,0.19951211914301695
37.518198969624834,126.32266548219164,0.13504782646787414,0.5431007847956139
37.518198971639514,126.32272204073178,0.1878231420798652,0.16717438035158785
37.518198973654194,126.32277859927191,0.10508830716855902,0.15914827578944435
37.518198975668874,126.32283515781207,0.15395266911050476,0.11263965151001938
37.518198977683554,126.3228917163522,0.02384729401071375,0.05807298176520153
37.518198979698234,126.32294827489234,0.10318331103898587,0.20431073644081243
37.51819898171291,126.32300483343249,0.13449820658984785,0.14925193921509508
37.518198983727586,126.32306139197263,0.08420652847224613,0.007989497919160949
37.518198985742266,126.32311795051278,0.07466761775804391,0.09444655754899223
37.518198987756946,126.32317450905292,0.18216980868928914,0.6337343217330007
37.518198989771626,126.32323106759306,0.11224485371514865,0.010226233707510102
37.518198992059276,126.32329528932387,0.3683347489377623,0.1298770434607363
